agg_name,xx,yy
Eristalis intricarius,332.00,490.00
Eristalis intricarius,332.80,355.20
Eristalis intricarius,333.00,482.00
Eristalis intricarius,333.60,223.40
Eristalis intricarius,333.60,489.30
Eristalis intricarius,333.90,347.80
Eristalis intricarius,333.90,493.70
Eristalis intricarius,334.00,242.00
Eristalis intricarius,334.70,443.70
Eristalis intricarius,334.80,124.30
Eristalis intricarius,335.50,352.50
Eristalis intricarius,335.80,356.00
Eristalis intricarius,336.00,499.00
Eristalis intricarius,336.80,185.50
Eristalis intricarius,337.00,368.60
Eristalis intricarius,337.50,140.20
Eristalis intricarius,339.00,139.80
Eristalis intricarius,340.00,137.00
Eristalis intricarius,340.00,540.00
Eristalis intricarius,340.60,183.70
Eristalis intricarius,340.80,137.70
Eristalis intricarius,341.00,536.00
Eristalis intricarius,342.00,186.00
Eristalis intricarius,342.00,414.00
Eristalis intricarius,342.00,479.00
Eristalis intricarius,342.00,483.00
Eristalis intricarius,342.80,140.80
Eristalis intricarius,342.90,527.30
Eristalis intricarius,343.00,173.00
Eristalis intricarius,343.00,482.00
Eristalis intricarius,343.00,487.00
Eristalis intricarius,343.20,564.10
Eristalis intricarius,343.30,172.70
Eristalis intricarius,343.60,184.60
Eristalis intricarius,343.70,486.50
Eristalis intricarius,344.00,447.00
Eristalis intricarius,344.00,521.00
Eristalis intricarius,344.20,1008.90
Eristalis intricarius,344.50,118.70
Eristalis intricarius,344.50,144.50
Eristalis intricarius,345.00,144.00
Eristalis intricarius,345.00,483.00
Eristalis intricarius,345.40,210.90
Eristalis intricarius,345.70,456.60
Eristalis intricarius,346.00,535.00
Eristalis intricarius,346.00,535.80
Eristalis intricarius,346.30,551.80
Eristalis intricarius,346.70,102.70
Eristalis intricarius,347.00,477.00
Eristalis intricarius,347.40,143.50
Eristalis intricarius,347.40,476.40
Eristalis intricarius,347.70,476.70
Eristalis intricarius,348.30,475.00
Eristalis intricarius,348.40,115.80
Eristalis intricarius,349.00,493.00
Eristalis intricarius,349.10,476.10
Eristalis intricarius,349.20,476.10
Eristalis intricarius,350.00,434.00
Eristalis intricarius,350.00,450.00
Eristalis intricarius,350.20,360.10
Eristalis intricarius,350.40,450.60
Eristalis intricarius,351.00,434.00
Eristalis intricarius,351.00,439.80
Eristalis intricarius,351.00,551.00
Eristalis intricarius,351.00,552.00
Eristalis intricarius,351.20,124.80
Eristalis intricarius,351.30,359.90
Eristalis intricarius,351.50,384.50
Eristalis intricarius,351.80,127.50
Eristalis intricarius,351.80,131.40
Eristalis intricarius,352.00,384.80
Eristalis intricarius,352.40,100.80
Eristalis intricarius,352.60,86.70
Eristalis intricarius,353.00,96.00
Eristalis intricarius,353.00,183.00
Eristalis intricarius,353.00,184.00
Eristalis intricarius,353.00,200.00
Eristalis intricarius,353.70,446.10
Eristalis intricarius,354.00,442.00
Eristalis intricarius,354.50,97.50
Eristalis intricarius,354.60,442.20
Eristalis intricarius,354.60,442.40
Eristalis intricarius,355.60,152.10
Eristalis intricarius,355.60,560.60
Eristalis intricarius,355.80,94.70
Eristalis intricarius,356.00,555.00
Eristalis intricarius,357.00,525.00
Eristalis intricarius,357.00,532.00
Eristalis intricarius,357.90,141.10
Eristalis intricarius,358.00,431.00
Eristalis intricarius,358.70,386.30
Eristalis intricarius,360.30,128.90
Eristalis intricarius,360.50,368.60
Eristalis intricarius,361.00,565.00
Eristalis intricarius,361.00,566.00
Eristalis intricarius,361.40,369.70
Eristalis intricarius,362.20,369.70
Eristalis intricarius,363.00,82.00
Eristalis intricarius,363.60,369.40
Eristalis intricarius,363.70,148.40
Eristalis intricarius,364.50,162.40
Eristalis intricarius,365.00,162.00
Eristalis intricarius,365.10,368.85
Eristalis intricarius,365.10,372.20
Eristalis intricarius,365.50,366.75
Eristalis intricarius,366.00,491.00
Eristalis intricarius,366.20,211.60
Eristalis intricarius,366.20,376.00
Eristalis intricarius,367.20,507.30
Eristalis intricarius,368.00,81.00
Eristalis intricarius,370.50,84.50
Eristalis intricarius,370.50,348.70
Eristalis intricarius,370.80,375.10
Eristalis intricarius,371.10,124.40
Eristalis intricarius,372.00,584.00
Eristalis intricarius,373.00,387.00
Eristalis intricarius,373.50,335.00
Eristalis intricarius,373.80,508.30
Eristalis intricarius,374.00,436.00
Eristalis intricarius,374.00,588.00
Eristalis intricarius,374.30,87.20
Eristalis intricarius,374.70,143.80
Eristalis intricarius,374.80,131.50
Eristalis intricarius,375.30,131.80
Eristalis intricarius,377.00,219.00
Eristalis intricarius,377.80,140.60
Eristalis intricarius,378.00,320.00
Eristalis intricarius,378.60,158.80
Eristalis intricarius,378.85,382.50
Eristalis intricarius,379.10,382.17
Eristalis intricarius,379.14,382.71
Eristalis intricarius,379.20,87.50
Eristalis intricarius,379.50,87.30
Eristalis intricarius,380.20,86.40
Eristalis intricarius,380.30,382.03
Eristalis intricarius,382.00,202.00
Eristalis intricarius,382.50,202.50
Eristalis intricarius,385.00,90.00
Eristalis intricarius,385.00,190.00
Eristalis intricarius,387.00,87.00
Eristalis intricarius,387.80,362.80
Eristalis intricarius,388.00,227.00
Eristalis intricarius,388.00,234.00
Eristalis intricarius,392.00,339.00
Eristalis intricarius,392.70,89.20
Eristalis intricarius,395.00,371.00
Eristalis intricarius,396.00,592.00
Eristalis intricarius,396.50,226.60
Eristalis intricarius,397.50,390.40
Eristalis intricarius,398.00,594.00
Eristalis intricarius,402.60,290.80
Eristalis intricarius,402.90,294.60
Eristalis intricarius,403.00,84.00
Eristalis intricarius,403.00,130.00
Eristalis intricarius,404.00,123.00
Eristalis intricarius,405.00,311.00
Eristalis intricarius,409.00,296.00
Eristalis intricarius,410.00,256.00
Eristalis intricarius,410.00,372.00
Eristalis intricarius,411.00,273.00
Eristalis intricarius,411.00,372.00
Eristalis intricarius,412.00,372.00
Eristalis intricarius,412.00,372.80
Eristalis intricarius,412.00,377.00
Eristalis intricarius,412.00,556.00
Eristalis intricarius,413.00,375.00
Eristalis intricarius,413.10,375.20
Eristalis intricarius,414.00,373.00
Eristalis intricarius,414.50,373.00
Eristalis intricarius,414.90,202.30
Eristalis intricarius,415.00,373.00
Eristalis intricarius,416.00,297.00
Eristalis intricarius,417.00,372.00
Eristalis intricarius,417.20,372.70
Eristalis intricarius,417.20,374.00
Eristalis intricarius,418.00,281.00
Eristalis intricarius,418.00,388.00
Eristalis intricarius,418.00,559.00
Eristalis intricarius,418.20,545.80
Eristalis intricarius,418.20,546.30
Eristalis intricarius,420.00,292.00
Eristalis intricarius,420.00,293.00
Eristalis intricarius,420.90,386.70
Eristalis intricarius,423.00,261.00
Eristalis intricarius,424.80,375.00
Eristalis intricarius,425.00,303.00
Eristalis intricarius,425.30,259.20
Eristalis intricarius,425.90,1151.60
Eristalis intricarius,426.00,284.00
Eristalis intricarius,426.00,300.00
Eristalis intricarius,426.00,387.00
Eristalis intricarius,426.30,383.20
Eristalis intricarius,427.00,290.00
Eristalis intricarius,427.00,298.00
Eristalis intricarius,428.00,412.00
Eristalis intricarius,428.50,374.20
Eristalis intricarius,428.70,374.10
Eristalis intricarius,429.00,239.00
Eristalis intricarius,429.00,265.00
Eristalis intricarius,429.00,296.00
Eristalis intricarius,429.00,306.00
Eristalis intricarius,429.20,362.50
Eristalis intricarius,429.20,365.20
Eristalis intricarius,430.00,376.00
Eristalis intricarius,430.00,495.00
Eristalis intricarius,432.00,283.00
Eristalis intricarius,433.00,106.00
Eristalis intricarius,433.00,107.00
Eristalis intricarius,433.00,355.00
Eristalis intricarius,433.00,372.00
Eristalis intricarius,433.00,372.20
Eristalis intricarius,435.00,446.00
Eristalis intricarius,436.00,113.00
Eristalis intricarius,436.00,382.00
Eristalis intricarius,436.50,113.50
Eristalis intricarius,437.00,276.00
Eristalis intricarius,437.00,442.00
Eristalis intricarius,437.60,1135.60
Eristalis intricarius,437.70,380.50
Eristalis intricarius,438.00,266.00
Eristalis intricarius,438.00,392.00
Eristalis intricarius,438.70,375.10
Eristalis intricarius,439.00,258.00
Eristalis intricarius,439.00,280.00
Eristalis intricarius,439.50,374.70
Eristalis intricarius,440.00,276.00
Eristalis intricarius,440.00,384.00
Eristalis intricarius,441.00,342.00
Eristalis intricarius,441.00,373.00
Eristalis intricarius,441.70,1143.40
Eristalis intricarius,442.90,351.50
Eristalis intricarius,443.00,252.00
Eristalis intricarius,443.00,385.00
Eristalis intricarius,443.00,397.00
Eristalis intricarius,443.20,1135.40
Eristalis intricarius,444.00,280.00
Eristalis intricarius,444.00,375.00
Eristalis intricarius,444.00,376.00
Eristalis intricarius,444.00,384.00
Eristalis intricarius,444.80,349.70
Eristalis intricarius,445.00,378.00
Eristalis intricarius,445.00,381.00
Eristalis intricarius,445.80,371.20
Eristalis intricarius,446.30,345.50
Eristalis intricarius,447.00,116.80
Eristalis intricarius,448.00,456.00
Eristalis intricarius,448.50,341.80
Eristalis intricarius,448.70,130.00
Eristalis intricarius,448.80,130.40
Eristalis intricarius,449.00,276.00
Eristalis intricarius,449.00,395.00
Eristalis intricarius,449.10,130.90
Eristalis intricarius,450.00,279.00
Eristalis intricarius,450.50,483.20
Eristalis intricarius,451.00,399.00
Eristalis intricarius,451.00,458.00
Eristalis intricarius,451.80,338.70
Eristalis intricarius,452.00,264.00
Eristalis intricarius,452.00,268.00
Eristalis intricarius,452.00,278.00
Eristalis intricarius,452.60,340.20
Eristalis intricarius,452.70,132.10
Eristalis intricarius,454.00,378.00
Eristalis intricarius,455.70,169.10
Eristalis intricarius,456.00,484.00
Eristalis intricarius,456.00,484.60
Eristalis intricarius,456.50,334.50
Eristalis intricarius,457.00,390.00
Eristalis intricarius,457.00,448.00
Eristalis intricarius,457.80,335.00
Eristalis intricarius,458.00,328.20
Eristalis intricarius,459.00,399.00
Eristalis intricarius,460.50,339.50
Eristalis intricarius,462.00,379.00
Eristalis intricarius,462.40,374.90
Eristalis intricarius,464.00,321.00
Eristalis intricarius,464.00,437.00
Eristalis intricarius,464.50,365.00
Eristalis intricarius,464.60,107.80
Eristalis intricarius,465.00,437.00
Eristalis intricarius,465.50,152.40
Eristalis intricarius,466.00,437.00
Eristalis intricarius,466.00,447.00
Eristalis intricarius,466.10,437.70
Eristalis intricarius,466.50,447.20
Eristalis intricarius,467.00,331.00
Eristalis intricarius,468.50,104.50
Eristalis intricarius,468.80,105.30
Eristalis intricarius,469.10,364.40
Eristalis intricarius,470.00,415.00
Eristalis intricarius,470.00,443.00
Eristalis intricarius,470.50,110.20
Eristalis intricarius,470.50,444.00
Eristalis intricarius,470.70,444.00
Eristalis intricarius,471.00,444.00
Eristalis intricarius,471.70,150.60
Eristalis intricarius,471.80,150.80
Eristalis intricarius,472.00,414.00
Eristalis intricarius,472.00,415.00
Eristalis intricarius,472.50,152.60
Eristalis intricarius,472.80,377.50
Eristalis intricarius,473.00,377.00
Eristalis intricarius,473.00,397.00
Eristalis intricarius,473.50,126.50
Eristalis intricarius,473.90,397.40
Eristalis intricarius,477.00,136.00
Eristalis intricarius,477.10,136.30
Eristalis intricarius,480.00,140.00
Eristalis intricarius,480.00,190.00
Eristalis intricarius,480.00,488.00
Eristalis intricarius,480.00,492.00
Eristalis intricarius,481.50,151.40
Eristalis intricarius,482.30,160.70
Eristalis intricarius,482.40,128.50
Eristalis intricarius,482.70,152.80
Eristalis intricarius,484.10,153.60
Eristalis intricarius,484.20,153.50
Eristalis intricarius,486.00,158.00
Eristalis intricarius,486.60,156.10
Eristalis intricarius,487.60,129.80
Eristalis intricarius,488.00,275.00
Eristalis intricarius,488.00,307.00
Eristalis intricarius,489.90,140.80
Eristalis intricarius,491.30,403.50
Eristalis intricarius,491.40,367.20
Eristalis intricarius,491.50,142.70
Eristalis intricarius,491.50,366.30
Eristalis intricarius,491.60,140.30
Eristalis intricarius,493.00,154.00
Eristalis intricarius,493.00,406.00
Eristalis intricarius,495.70,371.30
Eristalis intricarius,495.80,160.70
Eristalis intricarius,496.20,164.70
Eristalis intricarius,498.00,133.50
Eristalis intricarius,498.30,155.30
Eristalis intricarius,499.00,145.50
Eristalis intricarius,500.00,423.00
Eristalis intricarius,500.90,146.90
Eristalis intricarius,501.40,457.00
Eristalis intricarius,503.00,157.00
Eristalis intricarius,503.30,154.30
Eristalis intricarius,505.80,160.40
Eristalis intricarius,506.00,298.50
Eristalis intricarius,506.10,298.50
Eristalis intricarius,507.60,287.40
Eristalis intricarius,508.00,384.00
Eristalis intricarius,509.00,445.00
Eristalis intricarius,509.50,114.50
Eristalis intricarius,509.70,447.80
Eristalis intricarius,509.80,178.10
Eristalis intricarius,510.00,302.00
Eristalis intricarius,510.40,149.90
Eristalis intricarius,510.40,152.40
Eristalis intricarius,510.40,152.50
Eristalis intricarius,511.80,301.60
Eristalis intricarius,512.20,375.50
Eristalis intricarius,513.10,158.20
Eristalis intricarius,513.20,367.90
Eristalis intricarius,514.00,154.00
Eristalis intricarius,514.00,374.00
Eristalis intricarius,514.20,374.50
Eristalis intricarius,514.50,169.00
Eristalis intricarius,514.60,374.40
Eristalis intricarius,514.70,372.80
Eristalis intricarius,514.80,374.10
Eristalis intricarius,515.00,373.40
Eristalis intricarius,515.20,373.70
Eristalis intricarius,515.90,178.70
Eristalis intricarius,518.00,447.00
Eristalis intricarius,518.30,446.80
Eristalis intricarius,518.60,160.30
Eristalis intricarius,519.00,263.00
Eristalis intricarius,519.20,163.40
Eristalis intricarius,519.30,247.80
Eristalis intricarius,519.50,294.50
Eristalis intricarius,520.20,299.80
Eristalis intricarius,520.30,357.20
Eristalis intricarius,521.00,363.00
Eristalis intricarius,521.80,170.80
Eristalis intricarius,522.00,187.00
Eristalis intricarius,522.90,175.90
Eristalis intricarius,526.80,157.40
Eristalis intricarius,527.00,162.00
Eristalis intricarius,528.00,179.00
Eristalis intricarius,528.10,148.20
Eristalis intricarius,529.00,165.00
Eristalis intricarius,531.20,310.30
Eristalis intricarius,531.70,160.20
Eristalis intricarius,532.20,368.50
Eristalis intricarius,533.00,147.50
Eristalis intricarius,533.00,419.00
Eristalis intricarius,534.00,144.40
Eristalis intricarius,535.40,175.50
Eristalis intricarius,536.70,144.70
Eristalis intricarius,547.00,182.00
Eristalis intricarius,549.30,180.30
Eristalis intricarius,551.00,147.00
Eristalis intricarius,551.40,262.70
Eristalis intricarius,553.00,168.00
Eristalis intricarius,553.00,178.00
Eristalis intricarius,555.80,270.10
Eristalis intricarius,556.00,360.00
Eristalis intricarius,557.00,138.00
Eristalis intricarius,559.00,178.00
Eristalis intricarius,561.00,143.00
Eristalis intricarius,562.00,280.00
Eristalis intricarius,567.00,169.00
Eristalis intricarius,568.20,149.90
Eristalis intricarius,576.00,107.60
Eristalis intricarius,576.00,136.00
Eristalis intricarius,576.00,290.00
Eristalis intricarius,576.30,144.60
Eristalis intricarius,577.00,344.00
Eristalis intricarius,578.00,290.00
Eristalis intricarius,578.00,298.00
Eristalis intricarius,580.00,280.00
Eristalis intricarius,580.70,109.90
Eristalis intricarius,585.00,217.00
Eristalis intricarius,586.00,279.00
Eristalis intricarius,588.00,151.00
Eristalis intricarius,589.00,259.00
Eristalis intricarius,589.20,259.30
Eristalis intricarius,589.95,144.50
Eristalis intricarius,593.00,296.00
Eristalis intricarius,596.00,290.00
Eristalis intricarius,597.00,333.00
Eristalis intricarius,601.00,278.00
Eristalis intricarius,602.00,260.00
Eristalis intricarius,605.00,322.00
Eristalis intricarius,606.00,344.00
Eristalis intricarius,607.30,320.40
Eristalis intricarius,608.00,117.00
Eristalis intricarius,608.00,256.00
Eristalis intricarius,608.00,337.00
Eristalis intricarius,613.00,330.00
Eristalis intricarius,614.10,157.60
Eristalis intricarius,614.80,164.50
Eristalis intricarius,615.00,250.00
Eristalis intricarius,616.00,342.00
Eristalis intricarius,619.00,243.00
Eristalis intricarius,620.80,248.50
Eristalis intricarius,630.00,250.00
Eristalis intricarius,632.00,307.60
Eristalis intricarius,632.30,307.00
Eristalis intricarius,632.70,305.80
Eristalis intricarius,633.00,155.00
Eristalis intricarius,633.00,316.00
Eristalis intricarius,634.00,306.00
Eristalis intricarius,634.20,306.50
Eristalis intricarius,636.60,321.10
Eristalis intricarius,636.70,305.30
Eristalis intricarius,636.80,305.30
Eristalis intricarius,638.00,313.00
Eristalis intricarius,639.00,313.00
Eristalis intricarius,640.00,317.00
Eristalis intricarius,642.00,250.00
Eristalis intricarius,644.00,321.00
Eristalis intricarius,645.00,263.00
Eristalis intricarius,646.00,263.00
Eristalis intricarius,646.00,266.00
Eristalis intricarius,646.00,272.00
Eristalis intricarius,646.00,276.00
Eristalis intricarius,646.20,259.00
Eristalis intricarius,647.60,268.50
Eristalis intricarius,648.00,280.00
Eristalis intricarius,649.00,320.00
Eristalis intricarius,650.00,293.00
Eristalis pertinax,79.00,828.00
Eristalis pertinax,87.00,8.00
Eristalis pertinax,87.00,14.00
Eristalis pertinax,88.00,8.00
Eristalis pertinax,88.00,14.00
Eristalis pertinax,89.00,14.00
Eristalis pertinax,89.00,15.00
Eristalis pertinax,90.00,9.00
Eristalis pertinax,90.00,10.00
Eristalis pertinax,90.00,11.00
Eristalis pertinax,91.00,9.00
Eristalis pertinax,91.00,10.00
Eristalis pertinax,91.00,11.00
Eristalis pertinax,91.00,12.00
Eristalis pertinax,91.00,16.00
Eristalis pertinax,91.10,10.90
Eristalis pertinax,92.00,11.00
Eristalis pertinax,92.00,12.00
Eristalis pertinax,92.00,15.00
Eristalis pertinax,93.00,15.00
Eristalis pertinax,136.00,28.00
Eristalis pertinax,136.00,29.00
Eristalis pertinax,140.00,857.00
Eristalis pertinax,140.80,35.90
Eristalis pertinax,141.50,35.80
Eristalis pertinax,143.00,28.00
Eristalis pertinax,150.50,41.40
Eristalis pertinax,151.00,31.00
Eristalis pertinax,151.00,32.00
Eristalis pertinax,151.30,31.40
Eristalis pertinax,151.30,31.60
Eristalis pertinax,151.40,31.70
Eristalis pertinax,152.00,32.00
Eristalis pertinax,152.10,32.30
Eristalis pertinax,152.30,32.30
Eristalis pertinax,156.00,38.00
Eristalis pertinax,164.00,39.00
Eristalis pertinax,164.00,41.00
Eristalis pertinax,167.00,16.00
Eristalis pertinax,169.00,16.00
Eristalis pertinax,169.70,49.60
Eristalis pertinax,171.20,42.00
Eristalis pertinax,171.40,784.80
Eristalis pertinax,174.80,49.70
Eristalis pertinax,175.00,37.00
Eristalis pertinax,178.00,56.00
Eristalis pertinax,178.00,57.00
Eristalis pertinax,179.60,44.60
Eristalis pertinax,180.60,32.90
Eristalis pertinax,182.00,45.00
Eristalis pertinax,182.00,47.00
Eristalis pertinax,186.00,26.00
Eristalis pertinax,193.00,59.00
Eristalis pertinax,197.00,194.60
Eristalis pertinax,199.20,730.80
Eristalis pertinax,200.00,81.00
Eristalis pertinax,202.00,58.00
Eristalis pertinax,203.10,564.10
Eristalis pertinax,205.00,83.00
Eristalis pertinax,205.20,234.70
Eristalis pertinax,207.00,62.00
Eristalis pertinax,207.00,82.00
Eristalis pertinax,207.00,83.00
Eristalis pertinax,208.00,66.00
Eristalis pertinax,209.00,62.00
Eristalis pertinax,209.00,63.00
Eristalis pertinax,209.00,66.00
Eristalis pertinax,210.00,64.00
Eristalis pertinax,210.00,65.00
Eristalis pertinax,210.00,66.00
Eristalis pertinax,210.40,663.00
Eristalis pertinax,211.00,57.00
Eristalis pertinax,211.00,60.00
Eristalis pertinax,211.70,224.70
Eristalis pertinax,211.70,237.30
Eristalis pertinax,211.90,321.40
Eristalis pertinax,212.00,50.00
Eristalis pertinax,212.00,58.00
Eristalis pertinax,212.00,65.00
Eristalis pertinax,213.00,57.00
Eristalis pertinax,213.00,58.00
Eristalis pertinax,213.00,65.00
Eristalis pertinax,213.30,65.30
Eristalis pertinax,214.00,50.00
Eristalis pertinax,214.00,52.00
Eristalis pertinax,214.00,54.00
Eristalis pertinax,214.00,57.00
Eristalis pertinax,214.00,64.00
Eristalis pertinax,214.00,68.00
Eristalis pertinax,214.00,593.00
Eristalis pertinax,215.00,52.00
Eristalis pertinax,215.00,59.00
Eristalis pertinax,215.00,64.00
Eristalis pertinax,215.00,65.00
Eristalis pertinax,215.00,68.00
Eristalis pertinax,216.00,51.00
Eristalis pertinax,216.00,56.00
Eristalis pertinax,216.00,58.00
Eristalis pertinax,216.00,59.00
Eristalis pertinax,216.00,60.00
Eristalis pertinax,216.00,61.00
Eristalis pertinax,216.00,62.00
Eristalis pertinax,216.00,68.00
Eristalis pertinax,217.00,50.00
Eristalis pertinax,217.00,51.00
Eristalis pertinax,217.00,53.00
Eristalis pertinax,217.00,54.00
Eristalis pertinax,217.00,55.00
Eristalis pertinax,218.00,54.00
Eristalis pertinax,218.00,59.00
Eristalis pertinax,218.00,78.00
Eristalis pertinax,218.10,207.30
Eristalis pertinax,219.00,67.00
Eristalis pertinax,219.00,68.00
Eristalis pertinax,219.00,82.00
Eristalis pertinax,220.00,52.00
Eristalis pertinax,220.00,53.00
Eristalis pertinax,220.00,54.00
Eristalis pertinax,220.00,56.00
Eristalis pertinax,220.00,60.00
Eristalis pertinax,220.00,61.00
Eristalis pertinax,220.00,64.00
Eristalis pertinax,220.00,67.00
Eristalis pertinax,220.20,243.10
Eristalis pertinax,221.00,57.00
Eristalis pertinax,221.00,58.00
Eristalis pertinax,221.00,59.00
Eristalis pertinax,221.00,60.00
Eristalis pertinax,221.00,63.00
Eristalis pertinax,221.00,64.00
Eristalis pertinax,221.00,73.00
Eristalis pertinax,221.00,93.00
Eristalis pertinax,221.00,243.00
Eristalis pertinax,222.00,51.00
Eristalis pertinax,222.00,54.00
Eristalis pertinax,222.00,57.00
Eristalis pertinax,222.00,61.00
Eristalis pertinax,222.00,65.00
Eristalis pertinax,222.00,66.00
Eristalis pertinax,222.00,74.00
Eristalis pertinax,222.00,75.00
Eristalis pertinax,222.00,91.00
Eristalis pertinax,222.80,215.90
Eristalis pertinax,223.00,52.00
Eristalis pertinax,223.00,55.00
Eristalis pertinax,223.00,60.00
Eristalis pertinax,223.00,61.00
Eristalis pertinax,223.00,65.00
Eristalis pertinax,223.00,67.00
Eristalis pertinax,223.00,74.00
Eristalis pertinax,223.00,95.00
Eristalis pertinax,223.00,96.00
Eristalis pertinax,223.80,479.60
Eristalis pertinax,224.00,51.00
Eristalis pertinax,224.00,54.00
Eristalis pertinax,224.00,57.00
Eristalis pertinax,224.00,59.00
Eristalis pertinax,224.00,60.00
Eristalis pertinax,224.00,61.00
Eristalis pertinax,224.00,62.00
Eristalis pertinax,224.00,66.00
Eristalis pertinax,224.00,69.00
Eristalis pertinax,224.00,70.00
Eristalis pertinax,224.10,214.90
Eristalis pertinax,225.00,52.00
Eristalis pertinax,225.00,58.00
Eristalis pertinax,225.00,59.00
Eristalis pertinax,225.00,60.00
Eristalis pertinax,225.00,66.00
Eristalis pertinax,225.00,69.00
Eristalis pertinax,225.20,481.50
Eristalis pertinax,225.30,657.40
Eristalis pertinax,225.70,228.10
Eristalis pertinax,225.80,338.30
Eristalis pertinax,226.00,53.00
Eristalis pertinax,226.00,54.00
Eristalis pertinax,226.00,58.00
Eristalis pertinax,226.00,59.00
Eristalis pertinax,226.00,70.00
Eristalis pertinax,226.40,240.70
Eristalis pertinax,227.00,54.00
Eristalis pertinax,227.00,56.00
Eristalis pertinax,227.00,57.00
Eristalis pertinax,227.00,63.00
Eristalis pertinax,227.00,66.00
Eristalis pertinax,227.00,88.00
Eristalis pertinax,227.70,577.20
Eristalis pertinax,228.00,54.00
Eristalis pertinax,228.00,56.00
Eristalis pertinax,228.00,61.00
Eristalis pertinax,228.00,71.00
Eristalis pertinax,228.00,73.00
Eristalis pertinax,228.30,480.90
Eristalis pertinax,228.70,478.30
Eristalis pertinax,229.00,54.00
Eristalis pertinax,229.00,55.00
Eristalis pertinax,229.00,56.00
Eristalis pertinax,229.00,57.00
Eristalis pertinax,229.00,58.00
Eristalis pertinax,229.00,59.00
Eristalis pertinax,229.00,61.00
Eristalis pertinax,229.00,64.00
Eristalis pertinax,229.00,65.00
Eristalis pertinax,229.00,67.00
Eristalis pertinax,229.00,73.00
Eristalis pertinax,229.10,566.80
Eristalis pertinax,230.00,54.00
Eristalis pertinax,230.00,55.00
Eristalis pertinax,230.00,56.00
Eristalis pertinax,230.00,58.00
Eristalis pertinax,230.00,64.00
Eristalis pertinax,230.00,79.00
Eristalis pertinax,230.00,615.00
Eristalis pertinax,230.30,223.50
Eristalis pertinax,231.00,53.00
Eristalis pertinax,231.00,54.00
Eristalis pertinax,231.00,55.00
Eristalis pertinax,231.00,56.00
Eristalis pertinax,231.00,57.00
Eristalis pertinax,231.00,58.00
Eristalis pertinax,231.00,59.00
Eristalis pertinax,231.00,60.00
Eristalis pertinax,231.00,70.00
Eristalis pertinax,231.00,71.00
Eristalis pertinax,231.00,75.00
Eristalis pertinax,231.00,76.00
Eristalis pertinax,231.00,489.00
Eristalis pertinax,231.50,656.70
Eristalis pertinax,232.00,54.00
Eristalis pertinax,232.00,55.00
Eristalis pertinax,232.00,56.00
Eristalis pertinax,232.00,57.00
Eristalis pertinax,232.00,58.00
Eristalis pertinax,232.00,59.00
Eristalis pertinax,232.00,62.00
Eristalis pertinax,232.00,67.00
Eristalis pertinax,232.00,70.00
Eristalis pertinax,232.00,637.00
Eristalis pertinax,232.60,730.70
Eristalis pertinax,232.70,637.10
Eristalis pertinax,232.80,335.10
Eristalis pertinax,233.00,54.00
Eristalis pertinax,233.00,55.00
Eristalis pertinax,233.00,56.00
Eristalis pertinax,233.00,58.00
Eristalis pertinax,233.00,61.00
Eristalis pertinax,233.00,62.00
Eristalis pertinax,233.00,64.00
Eristalis pertinax,233.00,66.00
Eristalis pertinax,233.00,67.00
Eristalis pertinax,233.00,68.00
Eristalis pertinax,233.00,335.00
Eristalis pertinax,233.20,645.20
Eristalis pertinax,233.30,209.70
Eristalis pertinax,233.30,661.60
Eristalis pertinax,233.40,569.50
Eristalis pertinax,233.50,603.60
Eristalis pertinax,234.00,55.00
Eristalis pertinax,234.00,56.00
Eristalis pertinax,234.00,57.00
Eristalis pertinax,234.00,58.00
Eristalis pertinax,234.00,59.00
Eristalis pertinax,234.00,60.00
Eristalis pertinax,234.00,64.00
Eristalis pertinax,234.00,65.00
Eristalis pertinax,234.00,66.00
Eristalis pertinax,234.00,67.00
Eristalis pertinax,234.00,68.00
Eristalis pertinax,234.00,69.00
Eristalis pertinax,234.60,660.60
Eristalis pertinax,235.00,53.00
Eristalis pertinax,235.00,54.00
Eristalis pertinax,235.00,55.00
Eristalis pertinax,235.00,56.00
Eristalis pertinax,235.00,57.00
Eristalis pertinax,235.00,60.00
Eristalis pertinax,235.00,62.00
Eristalis pertinax,235.00,64.00
Eristalis pertinax,235.00,70.00
Eristalis pertinax,235.00,84.00
Eristalis pertinax,235.00,494.00
Eristalis pertinax,235.00,495.00
Eristalis pertinax,235.00,658.00
Eristalis pertinax,236.00,53.00
Eristalis pertinax,236.00,54.00
Eristalis pertinax,236.00,55.00
Eristalis pertinax,236.00,56.00
Eristalis pertinax,236.00,57.00
Eristalis pertinax,236.00,60.00
Eristalis pertinax,236.00,61.00
Eristalis pertinax,236.00,62.00
Eristalis pertinax,236.00,63.00
Eristalis pertinax,236.00,477.00
Eristalis pertinax,236.00,478.00
Eristalis pertinax,236.00,579.00
Eristalis pertinax,236.30,218.40
Eristalis pertinax,236.40,495.00
Eristalis pertinax,237.00,53.00
Eristalis pertinax,237.00,54.00
Eristalis pertinax,237.00,55.00
Eristalis pertinax,237.00,56.00
Eristalis pertinax,237.00,57.00
Eristalis pertinax,237.00,61.00
Eristalis pertinax,237.00,64.00
Eristalis pertinax,237.00,346.00
Eristalis pertinax,237.70,346.10
Eristalis pertinax,238.00,52.00
Eristalis pertinax,238.00,53.00
Eristalis pertinax,238.00,54.00
