agg_name,xx,yy
Anasimyia contracta,187.60,206.10
Anasimyia contracta,232.00,637.00
Anasimyia contracta,232.70,637.10
Anasimyia contracta,235.00,658.00
Anasimyia contracta,239.00,389.00
Anasimyia contracta,239.20,388.90
Anasimyia contracta,239.40,389.00
Anasimyia contracta,240.00,365.00
Anasimyia contracta,241.10,365.90
Anasimyia contracta,242.40,364.70
Anasimyia contracta,243.00,369.00
Anasimyia contracta,244.00,371.00
Anasimyia contracta,245.70,200.90
Anasimyia contracta,251.00,198.00
Anasimyia contracta,255.30,198.90
Anasimyia contracta,255.40,198.90
Anasimyia contracta,268.00,194.00
Anasimyia contracta,269.00,194.00
Anasimyia contracta,274.00,655.00
Anasimyia contracta,283.00,75.00
Anasimyia contracta,283.30,75.00
Anasimyia contracta,328.00,182.00
Anasimyia contracta,330.10,181.70
Anasimyia contracta,334.00,242.00
Anasimyia contracta,334.40,243.00
Anasimyia contracta,334.50,242.70
Anasimyia contracta,335.70,183.20
Anasimyia contracta,340.30,127.60
Anasimyia contracta,342.00,414.00
Anasimyia contracta,342.80,140.80
Anasimyia contracta,344.50,144.50
Anasimyia contracta,345.30,144.40
Anasimyia contracta,347.40,476.40
Anasimyia contracta,347.80,217.30
Anasimyia contracta,360.50,368.60
Anasimyia contracta,365.10,372.20
Anasimyia contracta,371.30,226.90
Anasimyia contracta,374.00,215.00
Anasimyia contracta,374.00,216.00
Anasimyia contracta,379.14,382.71
Anasimyia contracta,380.76,382.10
Anasimyia contracta,388.00,227.00
Anasimyia contracta,390.50,396.00
Anasimyia contracta,392.00,339.00
Anasimyia contracta,393.10,287.10
Anasimyia contracta,393.20,287.20
Anasimyia contracta,393.60,287.00
Anasimyia contracta,394.10,408.00
Anasimyia contracta,402.80,294.60
Anasimyia contracta,403.00,121.00
Anasimyia contracta,406.00,102.20
Anasimyia contracta,410.00,274.00
Anasimyia contracta,418.20,545.80
Anasimyia contracta,420.00,293.00
Anasimyia contracta,436.00,113.00
Anasimyia contracta,439.00,355.00
Anasimyia contracta,439.10,355.10
Anasimyia contracta,442.00,387.00
Anasimyia contracta,442.90,351.50
Anasimyia contracta,443.80,377.50
Anasimyia contracta,444.00,381.00
Anasimyia contracta,444.10,381.70
Anasimyia contracta,444.70,381.50
Anasimyia contracta,445.90,371.10
Anasimyia contracta,447.00,376.00
Anasimyia contracta,447.00,380.00
Anasimyia contracta,450.30,483.20
Anasimyia contracta,456.00,379.00
Anasimyia contracta,465.00,469.00
Anasimyia contracta,471.00,444.00
Anasimyia contracta,472.50,404.20
Anasimyia contracta,474.00,403.80
Anasimyia contracta,474.30,289.60
Anasimyia contracta,475.00,415.00
Anasimyia contracta,483.00,255.00
Anasimyia contracta,491.30,403.50
Anasimyia contracta,498.00,153.00
Anasimyia contracta,502.00,115.00
Anasimyia contracta,502.00,339.00
Anasimyia contracta,505.40,298.40
Anasimyia contracta,509.50,298.00
Anasimyia contracta,519.00,262.00
Anasimyia contracta,519.00,263.00
Anasimyia contracta,519.60,263.10
Anasimyia contracta,519.60,359.50
Anasimyia contracta,520.60,141.20
Anasimyia contracta,520.70,129.90
Anasimyia contracta,521.00,188.00
Anasimyia contracta,526.30,141.70
Anasimyia contracta,526.90,167.90
Anasimyia contracta,529.00,165.00
Anasimyia contracta,530.90,299.10
Anasimyia contracta,541.00,196.00
Anasimyia contracta,548.00,180.00
Anasimyia contracta,549.20,215.80
Anasimyia contracta,553.00,184.00
Anasimyia contracta,555.50,269.80
Anasimyia contracta,555.70,269.50
Anasimyia contracta,555.90,269.70
Anasimyia contracta,567.00,189.00
Anasimyia contracta,568.00,133.00
Anasimyia contracta,590.00,288.00
Anasimyia contracta,591.00,165.00
Anasimyia contracta,591.00,169.00
Anasimyia contracta,592.00,119.00
Anasimyia contracta,592.00,171.60
Anasimyia contracta,593.00,296.00
Anasimyia contracta,593.10,119.30
Anasimyia contracta,593.80,296.60
Anasimyia contracta,612.00,240.00
Anasimyia contracta,618.60,160.60
Anasimyia contracta,630.00,250.00
Anasimyia contracta,632.60,306.70
Anasimyia contracta,636.00,321.00
Anasimyia contracta,637.00,320.00
Anasimyia contracta,639.60,291.70
Anasimyia contracta,640.00,318.00
Anasimyia contracta,644.50,313.00
Anasimyia contracta,645.00,263.00
Anasimyia interpuncta,488.00,275.00
Anasimyia interpuncta,512.00,296.00
Anasimyia interpuncta,521.00,269.00
Anasimyia interpuncta,548.00,180.00
Anasimyia interpuncta,554.80,269.80
Anasimyia interpuncta,555.00,270.00
Anasimyia interpuncta,555.50,269.80
Anasimyia interpuncta,555.60,269.50
Anasimyia interpuncta,593.80,296.60
Anasimyia interpuncta,630.80,307.10
Anasimyia interpuncta,634.20,306.50
Anasimyia interpuncta,634.50,305.30
Anasimyia lineata,74.60,814.70
Anasimyia lineata,225.80,338.30
Anasimyia lineata,232.00,637.00
Anasimyia lineata,232.80,335.10
Anasimyia lineata,235.00,494.00
Anasimyia lineata,235.00,495.00
Anasimyia lineata,235.70,495.10
Anasimyia lineata,236.00,669.00
Anasimyia lineata,237.40,388.90
Anasimyia lineata,239.20,388.90
Anasimyia lineata,239.40,389.00
Anasimyia lineata,240.00,365.00
Anasimyia lineata,241.10,365.90
Anasimyia lineata,245.50,348.30
Anasimyia lineata,246.00,348.00
Anasimyia lineata,249.00,345.00
Anasimyia lineata,249.30,380.80
Anasimyia lineata,249.50,345.30
Anasimyia lineata,250.30,381.50
Anasimyia lineata,250.60,380.50
Anasimyia lineata,251.00,198.00
Anasimyia lineata,251.20,198.00
Anasimyia lineata,251.30,197.80
Anasimyia lineata,254.00,336.00
Anasimyia lineata,255.00,336.00
Anasimyia lineata,255.30,198.90
Anasimyia lineata,255.40,198.90
Anasimyia lineata,255.90,274.80
Anasimyia lineata,265.00,341.00
Anasimyia lineata,276.00,800.00
Anasimyia lineata,277.00,367.00
Anasimyia lineata,277.50,367.70
Anasimyia lineata,277.80,370.20
Anasimyia lineata,283.00,75.00
Anasimyia lineata,283.30,75.00
Anasimyia lineata,288.00,356.00
Anasimyia lineata,292.00,358.50
Anasimyia lineata,293.00,858.00
Anasimyia lineata,300.00,357.00
Anasimyia lineata,311.80,500.50
Anasimyia lineata,319.00,248.00
Anasimyia lineata,319.30,248.20
Anasimyia lineata,323.40,308.40
Anasimyia lineata,330.10,181.70
Anasimyia lineata,331.00,335.00
Anasimyia lineata,334.40,243.00
Anasimyia lineata,334.50,242.70
Anasimyia lineata,335.00,444.00
Anasimyia lineata,341.50,142.30
Anasimyia lineata,342.00,186.00
Anasimyia lineata,342.00,414.00
Anasimyia lineata,342.30,140.50
Anasimyia lineata,342.80,140.80
Anasimyia lineata,343.60,184.60
Anasimyia lineata,344.50,144.50
Anasimyia lineata,345.30,144.40
Anasimyia lineata,346.00,535.00
Anasimyia lineata,347.00,477.00
Anasimyia lineata,347.40,143.50
Anasimyia lineata,347.40,476.40
Anasimyia lineata,347.80,475.10
Anasimyia lineata,348.10,475.50
Anasimyia lineata,348.30,475.00
Anasimyia lineata,348.50,547.80
Anasimyia lineata,349.20,476.10
Anasimyia lineata,350.00,434.00
Anasimyia lineata,351.00,434.00
Anasimyia lineata,352.00,751.00
Anasimyia lineata,354.00,345.00
Anasimyia lineata,365.10,372.20
Anasimyia lineata,367.00,507.00
Anasimyia lineata,367.20,507.60
Anasimyia lineata,367.80,507.60
Anasimyia lineata,368.00,507.00
Anasimyia lineata,379.05,382.74
Anasimyia lineata,379.10,382.17
Anasimyia lineata,379.27,381.20
Anasimyia lineata,380.30,382.03
Anasimyia lineata,380.52,382.13
Anasimyia lineata,380.76,382.10
Anasimyia lineata,387.00,227.00
Anasimyia lineata,388.00,227.00
Anasimyia lineata,390.50,396.00
Anasimyia lineata,392.00,88.00
Anasimyia lineata,402.00,85.00
Anasimyia lineata,402.60,290.80
Anasimyia lineata,410.00,274.00
Anasimyia lineata,428.00,273.00
Anasimyia lineata,433.00,355.00
Anasimyia lineata,433.30,414.10
Anasimyia lineata,436.00,381.00
Anasimyia lineata,436.70,114.90
Anasimyia lineata,441.00,384.00
Anasimyia lineata,447.00,381.00
Anasimyia lineata,450.50,483.20
Anasimyia lineata,452.00,268.00
Anasimyia lineata,452.60,340.20
Anasimyia lineata,453.00,339.00
Anasimyia lineata,453.10,340.40
Anasimyia lineata,457.00,390.00
Anasimyia lineata,465.00,469.00
Anasimyia lineata,468.50,104.50
Anasimyia lineata,471.00,444.00
Anasimyia lineata,472.00,414.00
Anasimyia lineata,475.80,414.70
Anasimyia lineata,483.00,255.00
Anasimyia lineata,485.70,484.90
Anasimyia lineata,486.30,134.40
Anasimyia lineata,491.50,140.20
Anasimyia lineata,494.30,374.00
Anasimyia lineata,496.60,368.00
Anasimyia lineata,502.00,115.00
Anasimyia lineata,505.70,114.50
Anasimyia lineata,511.00,362.00
Anasimyia lineata,512.00,296.00
Anasimyia lineata,512.70,164.40
Anasimyia lineata,519.60,359.50
Anasimyia lineata,520.30,357.20
Anasimyia lineata,521.00,188.00
Anasimyia lineata,521.00,271.00
Anasimyia lineata,522.00,187.00
Anasimyia lineata,528.70,141.60
Anasimyia lineata,532.20,368.50
Anasimyia lineata,532.80,150.30
Anasimyia lineata,537.30,159.10
Anasimyia lineata,541.00,165.00
Anasimyia lineata,554.80,269.80
Anasimyia lineata,566.00,177.00
Anasimyia lineata,576.30,144.60
Anasimyia lineata,593.00,296.00
Anasimyia lineata,598.10,278.90
Anasimyia lineata,598.30,317.50
Anasimyia lineata,630.00,306.00
Anasimyia lineata,630.80,307.10
Anasimyia lineata,632.30,307.00
Anasimyia lineata,633.00,316.00
Anasimyia lineata,633.30,307.00
Anasimyia lineata,633.50,316.20
Anasimyia lineata,633.50,316.50
Anasimyia lineata,634.00,306.30
Anasimyia lineata,634.20,306.50
Anasimyia lineata,638.00,313.00
Anasimyia lineata,639.00,317.00
Anasimyia lineata,644.50,313.00
Anasimyia lineata,647.00,290.00
Anasimyia lineata,648.90,280.10
Anasimyia lunulata,254.00,336.00
Anasimyia lunulata,254.70,336.70
Anasimyia lunulata,266.00,78.00
Anasimyia transfuga,269.00,194.00
Anasimyia transfuga,323.40,308.40
Anasimyia transfuga,324.00,178.00
Anasimyia transfuga,324.30,178.90
Anasimyia transfuga,324.50,179.80
Anasimyia transfuga,324.70,178.70
Anasimyia transfuga,325.10,179.30
Anasimyia transfuga,339.90,186.40
Anasimyia transfuga,340.30,127.60
Anasimyia transfuga,341.00,186.50
Anasimyia transfuga,342.00,186.00
Anasimyia transfuga,342.70,183.60
Anasimyia transfuga,347.40,476.40
Anasimyia transfuga,349.20,476.10
Anasimyia transfuga,349.70,333.50
Anasimyia transfuga,360.50,368.60
Anasimyia transfuga,378.60,357.40
Anasimyia transfuga,390.50,396.00
Anasimyia transfuga,392.00,88.00
Anasimyia transfuga,436.00,113.00
Anasimyia transfuga,436.40,114.40
Anasimyia transfuga,445.00,381.00
Anasimyia transfuga,446.30,345.50
Anasimyia transfuga,448.50,341.80
Anasimyia transfuga,449.00,395.00
Anasimyia transfuga,460.50,339.50
Anasimyia transfuga,470.00,443.00
Anasimyia transfuga,470.50,444.00
Anasimyia transfuga,470.60,443.80
Anasimyia transfuga,470.70,444.00
Anasimyia transfuga,471.00,444.00
Anasimyia transfuga,494.30,374.00
Anasimyia transfuga,501.00,154.00
Anasimyia transfuga,511.00,168.00
Anasimyia transfuga,519.60,359.50
Anasimyia transfuga,520.00,358.00
Anasimyia transfuga,521.00,269.00
Anasimyia transfuga,527.90,299.00
Anasimyia transfuga,570.00,162.00
Anasimyia transfuga,620.80,248.50
Anasimyia transfuga,627.80,327.10
Anasimyia transfuga,630.80,307.10
Anasimyia transfuga,632.00,307.60
Anasimyia transfuga,634.20,306.50
Anasimyia transfuga,634.80,305.00
Anasimyia transfuga,635.00,305.00
Anasimyia transfuga,639.00,317.00
Anasimyia transfuga,639.60,291.70
Anasimyia transfuga,646.00,290.00
Anasimyia transfuga,648.90,280.10
Arctophila superbiens,205.20,234.70
Arctophila superbiens,211.70,224.70
Arctophila superbiens,229.00,55.00
Arctophila superbiens,229.00,56.00
Arctophila superbiens,230.00,57.00
Arctophila superbiens,232.80,335.10
Arctophila superbiens,233.20,645.20
Arctophila superbiens,235.00,54.00
Arctophila superbiens,237.00,346.00
Arctophila superbiens,238.10,570.80
Arctophila superbiens,246.00,341.00
Arctophila superbiens,247.00,118.20
Arctophila superbiens,248.10,115.80
Arctophila superbiens,252.20,121.30
Arctophila superbiens,252.30,191.70
Arctophila superbiens,253.20,191.70
Arctophila superbiens,258.30,233.40
Arctophila superbiens,260.00,367.00
Arctophila superbiens,260.30,367.90
Arctophila superbiens,261.50,222.20
Arctophila superbiens,261.50,328.30
Arctophila superbiens,262.00,222.00
Arctophila superbiens,266.60,890.50
Arctophila superbiens,268.50,78.80
Arctophila superbiens,270.20,213.50
Arctophila superbiens,275.00,316.00
Arctophila superbiens,276.00,359.00
Arctophila superbiens,276.80,358.90
Arctophila superbiens,276.90,358.90
Arctophila superbiens,283.00,671.00
Arctophila superbiens,291.00,556.00
Arctophila superbiens,296.50,147.40
Arctophila superbiens,301.00,505.00
Arctophila superbiens,318.90,117.80
Arctophila superbiens,323.40,550.70
Arctophila superbiens,326.00,111.00
Arctophila superbiens,326.70,120.20
Arctophila superbiens,328.60,220.80
Arctophila superbiens,329.40,221.00
Arctophila superbiens,333.00,489.80
Arctophila superbiens,333.00,498.90
Arctophila superbiens,333.00,541.00
Arctophila superbiens,333.20,489.50
Arctophila superbiens,333.80,554.30
Arctophila superbiens,339.00,519.00
Arctophila superbiens,340.00,479.00
Arctophila superbiens,343.00,482.00
Arctophila superbiens,344.00,521.00
Arctophila superbiens,352.50,97.90
Arctophila superbiens,352.80,98.50
Arctophila superbiens,354.50,97.30
Arctophila superbiens,355.80,94.70
Arctophila superbiens,356.00,555.00
Arctophila superbiens,367.00,559.00
Arctophila superbiens,367.00,561.00
Arctophila superbiens,368.00,590.00
Arctophila superbiens,384.80,202.70
Arctophila superbiens,390.90,203.40
Arctophila superbiens,391.00,203.30
Arctophila superbiens,395.00,372.00
Arctophila superbiens,424.00,99.00
Arctophila superbiens,480.00,492.00
Arctophila superbiens,573.00,316.00
Baccha elongata,158.30,38.20
Baccha elongata,183.00,781.00
Baccha elongata,186.00,26.00
Baccha elongata,213.30,65.30
Baccha elongata,214.00,50.00
Baccha elongata,214.00,52.00
Baccha elongata,215.00,51.00
Baccha elongata,215.00,53.00
Baccha elongata,216.00,51.00
Baccha elongata,218.00,66.00
Baccha elongata,219.60,215.10
Baccha elongata,220.00,67.00
Baccha elongata,221.00,50.00
Baccha elongata,221.00,73.00
Baccha elongata,222.00,54.00
Baccha elongata,223.00,74.00
Baccha elongata,223.80,479.60
Baccha elongata,224.10,214.90
Baccha elongata,225.00,51.00
Baccha elongata,227.00,63.00
Baccha elongata,228.00,73.00
Baccha elongata,228.10,207.40
Baccha elongata,229.00,55.00
Baccha elongata,229.00,56.00
Baccha elongata,229.00,59.00
Baccha elongata,229.00,66.00
Baccha elongata,229.00,73.00
Baccha elongata,230.00,57.00
Baccha elongata,230.00,58.00
Baccha elongata,230.00,59.00
Baccha elongata,230.30,223.50
Baccha elongata,231.00,489.00
Baccha elongata,233.00,57.00
Baccha elongata,233.00,58.00
Baccha elongata,233.00,61.00
Baccha elongata,233.00,62.00
Baccha elongata,233.20,645.20
Baccha elongata,234.00,54.00
Baccha elongata,234.00,56.00
Baccha elongata,234.00,59.00
Baccha elongata,234.00,63.00
Baccha elongata,235.00,54.00
Baccha elongata,235.00,55.00
Baccha elongata,235.00,65.00
Baccha elongata,235.00,495.00
Baccha elongata,237.00,54.00
Baccha elongata,237.00,61.00
Baccha elongata,239.00,57.00
Baccha elongata,239.00,73.00
Baccha elongata,240.00,53.00
Baccha elongata,241.00,48.00
Baccha elongata,241.00,53.00
Baccha elongata,241.00,56.00
Baccha elongata,241.00,70.00
Baccha elongata,242.00,56.00
Baccha elongata,242.00,68.00
Baccha elongata,242.50,494.20
Baccha elongata,243.00,51.00
Baccha elongata,244.00,195.00
Baccha elongata,251.00,188.00
Baccha elongata,252.00,188.00
Baccha elongata,252.10,222.90
Baccha elongata,259.90,380.90
Baccha elongata,260.30,381.00
Baccha elongata,261.00,222.00
Baccha elongata,264.90,341.50
Baccha elongata,265.50,890.70
Baccha elongata,265.60,316.10
Baccha elongata,265.70,316.00
Baccha elongata,266.60,890.50
Baccha elongata,271.30,230.70
Baccha elongata,273.70,322.70
Baccha elongata,276.30,357.60
Baccha elongata,278.50,377.10
Baccha elongata,279.00,181.00
Baccha elongata,280.30,379.00
Baccha elongata,284.00,177.00
Baccha elongata,286.00,176.00
Baccha elongata,289.60,145.30
Baccha elongata,290.60,170.20
Baccha elongata,295.00,819.00
Baccha elongata,298.00,859.00
Baccha elongata,299.00,861.00
Baccha elongata,299.30,143.00
Baccha elongata,302.80,207.80
Baccha elongata,303.30,208.10
Baccha elongata,303.70,224.20
Baccha elongata,304.00,204.00
Baccha elongata,304.00,209.00
Baccha elongata,304.20,124.10
Baccha elongata,304.40,209.40
Baccha elongata,306.40,171.80
Baccha elongata,308.40,351.30
Baccha elongata,311.00,177.00
Baccha elongata,311.80,127.20
Baccha elongata,315.50,140.20
Baccha elongata,315.50,142.00
Baccha elongata,319.00,359.00
Baccha elongata,319.80,118.30
Baccha elongata,321.00,306.00
Baccha elongata,321.20,145.70
Baccha elongata,323.00,528.00
Baccha elongata,323.50,190.50
Baccha elongata,325.80,119.30
Baccha elongata,325.80,119.70
Baccha elongata,326.00,117.00
Baccha elongata,326.40,115.80
Baccha elongata,326.60,225.10
Baccha elongata,326.80,225.20
Baccha elongata,326.90,230.10
Baccha elongata,327.00,323.00
Baccha elongata,327.00,521.00
Baccha elongata,327.60,114.50
Baccha elongata,328.60,220.80
Baccha elongata,328.80,409.50
Baccha elongata,328.80,409.60
Baccha elongata,329.00,221.00
Baccha elongata,329.00,227.20
Baccha elongata,329.40,221.00
Baccha elongata,330.00,487.00
Baccha elongata,330.70,210.90
Baccha elongata,330.80,515.80
Baccha elongata,331.00,207.00
Baccha elongata,331.20,218.20
Baccha elongata,331.30,218.00
Baccha elongata,333.00,347.00
Baccha elongata,333.00,489.80
Baccha elongata,333.40,340.90
Baccha elongata,333.70,347.40
Baccha elongata,334.00,347.70
Baccha elongata,334.50,124.20
Baccha elongata,334.50,487.50
Baccha elongata,334.50,541.50
Baccha elongata,336.60,206.70
Baccha elongata,337.50,241.30
Baccha elongata,338.50,578.20
Baccha elongata,339.40,115.50
Baccha elongata,340.00,540.00
Baccha elongata,340.10,541.00
Baccha elongata,340.80,137.70
Baccha elongata,340.90,212.60
Baccha elongata,341.10,212.60
Baccha elongata,341.20,131.40
Baccha elongata,341.80,110.40
Baccha elongata,342.00,414.00
Baccha elongata,342.00,483.00
Baccha elongata,342.30,194.80
Baccha elongata,343.00,482.00
Baccha elongata,343.10,119.00
Baccha elongata,343.70,486.50
Baccha elongata,343.90,482.80
Baccha elongata,347.10,172.80
Baccha elongata,347.40,476.40
Baccha elongata,347.50,132.70
Baccha elongata,347.50,206.00
Baccha elongata,348.50,132.30
Baccha elongata,349.10,476.10
Baccha elongata,350.00,450.00
Baccha elongata,350.30,198.40
Baccha elongata,350.90,451.20
Baccha elongata,351.00,434.00
Baccha elongata,351.00,437.00
Baccha elongata,351.40,106.70
Baccha elongata,351.80,109.20
Baccha elongata,351.80,127.50
Baccha elongata,352.00,109.30
Baccha elongata,352.50,123.50
Baccha elongata,352.50,527.50
Baccha elongata,352.80,97.30
Baccha elongata,352.80,213.80
Baccha elongata,354.00,183.00
Baccha elongata,354.50,97.30
Baccha elongata,354.50,97.50
Baccha elongata,354.60,146.60
Baccha elongata,354.60,442.20
Baccha elongata,355.00,98.80
Baccha elongata,355.00,211.00
Baccha elongata,355.70,372.40
Baccha elongata,355.80,177.40
Baccha elongata,355.90,177.50
Baccha elongata,356.30,214.10
Baccha elongata,356.50,209.20
Baccha elongata,357.40,385.80
Baccha elongata,357.70,383.20
Baccha elongata,358.00,431.00
Baccha elongata,358.00,522.60
Baccha elongata,358.50,234.80
Baccha elongata,359.00,236.00
Baccha elongata,359.00,432.00
Baccha elongata,359.00,519.00
Baccha elongata,361.40,369.70
Baccha elongata,363.50,163.30
Baccha elongata,363.50,163.50
Baccha elongata,365.00,162.00
Baccha elongata,366.20,375.30
Baccha elongata,366.50,305.40
Baccha elongata,367.10,307.00
Baccha elongata,367.70,148.10
Baccha elongata,368.00,390.00
Baccha elongata,368.70,136.60
Baccha elongata,369.00,200.00
Baccha elongata,370.60,284.30
Baccha elongata,370.80,375.10
Baccha elongata,372.30,145.10
Baccha elongata,373.00,93.50
Baccha elongata,373.20,93.60
Baccha elongata,374.00,143.00
Baccha elongata,374.80,131.50
Baccha elongata,375.00,348.00
Baccha elongata,375.80,157.80
Baccha elongata,376.00,276.00
Baccha elongata,377.00,217.00
Baccha elongata,377.00,219.00
Baccha elongata,377.80,140.50
Baccha elongata,378.00,105.00
Baccha elongata,378.60,158.80
Baccha elongata,378.60,357.40
Baccha elongata,379.00,105.00
Baccha elongata,379.50,189.00
Baccha elongata,380.00,91.00
Baccha elongata,380.60,91.50
Baccha elongata,382.00,201.00
Baccha elongata,382.20,339.50
Baccha elongata,382.80,384.07
Baccha elongata,383.10,218.80
Baccha elongata,386.30,194.00
Baccha elongata,386.50,377.80
Baccha elongata,388.00,227.00
Baccha elongata,388.00,234.00
Baccha elongata,391.30,472.70
Baccha elongata,391.70,221.60
Baccha elongata,392.00,233.00
Baccha elongata,393.20,287.20
Baccha elongata,398.00,119.00
Baccha elongata,398.50,228.00
Baccha elongata,399.00,227.00
Baccha elongata,399.30,220.40
Baccha elongata,400.00,379.00
Baccha elongata,402.60,129.90
Baccha elongata,402.60,290.80
Baccha elongata,402.90,294.60
Baccha elongata,405.00,264.00
Baccha elongata,406.00,258.00
Baccha elongata,409.50,356.00
Baccha elongata,410.00,256.00
Baccha elongata,410.00,274.00
Baccha elongata,410.00,353.00
Baccha elongata,410.00,391.00
Baccha elongata,410.50,296.20
Baccha elongata,411.00,273.00
Baccha elongata,411.00,372.00
Baccha elongata,412.00,372.80
Baccha elongata,415.00,383.00
Baccha elongata,416.00,267.00
Baccha elongata,416.00,282.00
Baccha elongata,416.00,370.00
Baccha elongata,417.00,370.50
Baccha elongata,417.00,373.00
Baccha elongata,418.00,546.20
Baccha elongata,418.20,545.80
Baccha elongata,418.30,377.90
Baccha elongata,418.40,126.50
Baccha elongata,420.00,260.00
Baccha elongata,420.00,293.00
Baccha elongata,422.00,363.10
Baccha elongata,422.90,114.80
Baccha elongata,423.00,233.00
Baccha elongata,423.00,261.00
Baccha elongata,424.00,249.00
Baccha elongata,424.00,250.00
Baccha elongata,424.50,352.00
Baccha elongata,425.00,259.00
Baccha elongata,425.00,303.00
Baccha elongata,426.00,370.00
Baccha elongata,426.00,372.00
Baccha elongata,426.30,362.40
Baccha elongata,426.70,107.80
Baccha elongata,427.00,290.00
Baccha elongata,428.00,273.00
Baccha elongata,428.00,357.00
Baccha elongata,429.00,265.00
Baccha elongata,429.00,272.00
Baccha elongata,429.00,296.00
Baccha elongata,429.20,365.20
Baccha elongata,430.00,234.00
Baccha elongata,430.00,250.00
Baccha elongata,430.00,259.00
Baccha elongata,430.00,376.00
Baccha elongata,430.00,390.00
Baccha elongata,431.00,276.00
Baccha elongata,431.00,390.00
Baccha elongata,431.80,381.20
Baccha elongata,431.90,381.90
Baccha elongata,432.00,283.00
Baccha elongata,432.00,294.00
Baccha elongata,432.00,340.00
Baccha elongata,432.00,372.00
Baccha elongata,433.00,372.00
Baccha elongata,433.00,383.00
Baccha elongata,434.80,278.20
Baccha elongata,434.90,383.80
Baccha elongata,437.00,276.00
Baccha elongata,437.00,442.00
Baccha elongata,437.20,388.20
Baccha elongata,437.50,374.90
Baccha elongata,438.00,261.00
Baccha elongata,438.00,392.00
Baccha elongata,438.10,377.60
Baccha elongata,439.00,258.00
Baccha elongata,440.00,277.00
Baccha elongata,440.00,280.00
Baccha elongata,441.00,321.00
Baccha elongata,441.00,342.00
Baccha elongata,442.20,84.80
Baccha elongata,443.00,290.00
Baccha elongata,444.00,264.00
Baccha elongata,445.80,371.20
Baccha elongata,448.00,378.00
Baccha elongata,448.20,349.00
Baccha elongata,448.50,341.80
Baccha elongata,450.00,487.00
Baccha elongata,451.00,424.00
Baccha elongata,452.00,268.00
Baccha elongata,452.20,345.50
Baccha elongata,452.60,340.20
Baccha elongata,452.80,111.80
Baccha elongata,453.00,331.00
Baccha elongata,453.10,340.40
Baccha elongata,453.20,489.80
Baccha elongata,454.22,168.30
Baccha elongata,454.70,170.20
Baccha elongata,457.00,375.00
Baccha elongata,457.00,448.00
Baccha elongata,457.80,335.00
Baccha elongata,458.00,78.00
Baccha elongata,458.00,328.20
Baccha elongata,459.00,350.50
Baccha elongata,460.50,482.40
Baccha elongata,461.00,210.00
Baccha elongata,462.00,367.00
Baccha elongata,462.00,372.70
Baccha elongata,462.30,373.30
Baccha elongata,462.50,345.00
Baccha elongata,463.00,173.00
Baccha elongata,463.30,173.90
Baccha elongata,463.40,174.00
Baccha elongata,463.50,377.50
Baccha elongata,464.60,107.80
Baccha elongata,464.80,375.20
Baccha elongata,465.00,380.00
Baccha elongata,465.50,152.40
Baccha elongata,466.00,215.00
Baccha elongata,466.00,447.00
Baccha elongata,468.00,452.00
Baccha elongata,468.00,491.00
Baccha elongata,468.50,104.50
Baccha elongata,468.95,105.35
Baccha elongata,470.00,243.00
Baccha elongata,470.50,110.20
Baccha elongata,471.00,188.00
Baccha elongata,471.70,150.60
Baccha elongata,471.80,150.80
Baccha elongata,472.00,377.00
Baccha elongata,472.20,364.50
Baccha elongata,472.70,377.50
Baccha elongata,472.80,377.50
Baccha elongata,472.90,177.10
Baccha elongata,473.00,377.00
Baccha elongata,475.70,152.80
Baccha elongata,476.00,200.00
Baccha elongata,476.00,379.50
Baccha elongata,477.60,136.90
Baccha elongata,478.00,118.00
Baccha elongata,478.00,171.00
Baccha elongata,481.30,325.10
Baccha elongata,482.00,120.00
Baccha elongata,483.00,145.90
Baccha elongata,483.00,160.00
Baccha elongata,483.00,173.00
Baccha elongata,483.00,305.00
Baccha elongata,483.00,337.00
Baccha elongata,484.90,139.90
Baccha elongata,485.00,176.00
Baccha elongata,485.30,466.90
Baccha elongata,486.10,146.70
Baccha elongata,487.30,130.30
Baccha elongata,487.60,129.80
Baccha elongata,488.00,275.00
Baccha elongata,488.80,365.20
Baccha elongata,489.00,332.00
Baccha elongata,489.30,154.40
Baccha elongata,489.50,143.60
Baccha elongata,490.00,132.00
Baccha elongata,490.00,163.00
Baccha elongata,490.00,372.00
Baccha elongata,490.20,134.30
Baccha elongata,491.00,152.00
Baccha elongata,491.00,403.00
Baccha elongata,491.40,366.70
Baccha elongata,491.50,142.70
Baccha elongata,493.50,234.60
Baccha elongata,493.95,134.50
Baccha elongata,494.00,369.00
Baccha elongata,494.10,162.50
Baccha elongata,494.70,277.50
Baccha elongata,495.00,410.00
Baccha elongata,495.30,184.90
Baccha elongata,496.00,145.00
Baccha elongata,496.00,319.00
Baccha elongata,496.30,164.30
Baccha elongata,496.30,164.60
Baccha elongata,498.00,133.00
Baccha elongata,498.00,487.00
Baccha elongata,499.10,371.10
Baccha elongata,499.50,148.30
Baccha elongata,499.60,500.20
Baccha elongata,500.10,499.50
Baccha elongata,500.80,497.20
Baccha elongata,500.90,488.70
Baccha elongata,501.10,346.40
Baccha elongata,504.70,138.10
Baccha elongata,507.60,320.60
Baccha elongata,508.00,321.50
Baccha elongata,508.50,140.80
Baccha elongata,509.20,399.20
Baccha elongata,509.80,178.10
Baccha elongata,510.50,376.30
